"","word","n","exNum"
"19170","knowl",1,0
"19171","knute",1,0
"19172","knuth's",1,0
"19173","ko",1,0
"19174","koalanet",1,0
"19175","koch",1,0
"19176","kokkai",1,0
"19177","kommt",1,0
"19178","konaya",1,0
"19179","kongeriket",1,0
"19180","koninginder",1,0
"19181","kontroll",1,0
"19182","konung",1,0
"19183","konungariket",1,0
"19184","kopf",1,0
"19185","kopirai",1,0
"19186","koran",1,0
"19187","koreans",1,0
"19188","korpela",1,0
"19189","kos",1,0
"19190","kosher",1,0
"19191","kow",1,0
"19192","kra",1,0
"19193","kraahyst",1,0
"19194","krahyst",1,0
"19195","krav",1,0
"19196","krepis",1,0
"19197","kreuger",1,0
"19198","krihyst",1,0
"19199","krisstmahs",1,0
"19200","krisstmas",1,0
"19201","kristina's",1,0
"19202","kroyst",1,0
"19203","kruger's",1,0
"19204","kruhyst",1,0
"19205","krupa's",1,0
"19206","ksul",1,0
"19207","ksylo",1,0
"19208","ku",1,0
"19209","kucie",1,0
"19210","kudos",1,0
"19211","kue",1,0
"19212","kui",1,0
"19213","kun",1,0
"19214","kungarike",1,0
"19215","kurf",1,0
"19216","kuril",1,0
"19217","kus",1,0
"19218","kuu",1,0
"19219","kv",1,0
"19220","kva",1,0
"19221","kvetching",1,0
"19222","kwewe",1,0
"19223","kwiguk",1,0
"19224","kwo",1,0
"19225","kwu",1,0
"19226","kxfv",1,0
"19227","kyle's",1,0
"19228","kylemit",1,0
"19229","kyoo",1,0
"19230","kyuyuyuyuyu",1,0
"19231","laad",1,0
"19232","lab",1,0
"19233","labeur",1,0
"19234","laborsaving",1,0
"19235","labour's",1,0
"19236","laboured",1,0
"19237","labourers",1,0
"19238","lacrosse",1,0
"19239","lactose",1,0
"19240","ladder's",1,0
"19241","ladders",1,0
"19242","laden",1,0
"19243","lads",1,0
"19244","ladyships",1,0
"19245","lake",1,0
"19246","lakers",1,0
"19247","lamborghinis",1,0
"19248","lambs",1,0
"19249","lamenting",1,0
"19250","laminates",1,0
"19251","lamps",1,0
"19252","lancashire",1,0
"19253","landmass",1,0
"19254","landowners",1,0
"19255","landsberg",1,0
"19256","landscape",1,0
"19257","lane",1,0
"19258","languagedefinition",1,0
"19259","languagelearningbase",1,0
"19260","languagelog",1,0
"19261","languedoc",1,0
"19262","languish",1,0
"19263","lanier",1,0
"19264","lanx",1,0
"19265","laoshu",1,0
"19266","lapsing",1,0
"19267","laptop",1,0
"19268","larks",1,0
"19269","larrycuban",1,0
"19270","larsh",1,0
"19271","larstech",1,0
"19272","las",1,0
"19273","lasagne",1,0
"19274","lasers",1,0
"19275","lash",1,0
"19276","lashes",1,0
"19277","lasses",1,0
"19278","lassies",1,0
"19279","lastingly",1,0
"19280","lasts",1,0
"19281","laststar",1,0
"19282","latam",1,0
"19283","latch",1,0
"19284","lathe",1,0
"19285","latine",1,0
"19286","latinism",1,0
"19287","latinization",1,0
"19288","latinized",1,0
"19289","latino",1,0
"19290","latitude",1,0
"19291","lattice",1,0
"19292","laudable",1,0
"19293","laude",1,0
"19294","launch",1,0
"19295","launcher",1,0
"19296","laure",1,0
"19297","laureates",1,0
"19298","laurence",1,0
"19299","lavish",1,0
"19300","lavrentiy",1,0
"19301","law's",1,0
"19302","lawgiver",1,0
"19303","lawls",1,0
"19304","lawns",1,0
"19305","lawsuits",1,0
"19306","layered",1,0
"19307","layers",1,0
"19308","layman's",1,0
"19309","laymen",1,0
"19310","laypeople",1,0
"19311","lazer",1,0
"19312","lb",1,0
"19313","ld",1,0
"19314","ldc",1,0
"19315","ldi",1,0
"19316","ldoce",1,0
"19317","ldoceonline",1,0
"19318","lds",1,0
"19319","lea",1,0
"19320","leadsom",1,0
"19321","leaf",1,0
"19322","leafe",1,0
"19323","leak",1,0
"19324","leap",1,0
"19325","leaps",1,0
"19326","learnenglish",1,0
"19327","learningenglish",1,0
"19328","learnit",1,0
"19329","leben",1,0
"19330","lects",1,0
"19331","lecturer",1,0
"19332","ledasha",1,0
"19333","leeand",1,0
"19334","leedanielcrocker",1,0
"19335","leeds",1,0
"19336","leen",1,0
"19337","lees",1,0
"19338","leet",1,0
"19339","leetspeak",1,0
"19340","lef",1,0
"19341","leftwards",1,0
"19342","lefty",1,0
"19343","legatine",1,0
"19344","legendary",1,0
"19345","legends",1,0
"19346","legions",1,0
"19347","legislated",1,0
"19348","legislature",1,0
"19349","legitimizing",1,0
"19350","legna",1,0
"19351","legos",1,0
"19352","legostormtroopr",1,0
"19353","leicester",1,0
"19354","leicestershire",1,0
"19355","leip",1,0
"19356","leipein",1,0
"19357","leiq",1,0
"19358","lejon",1,0
"19359","leland",1,0
"19360","lem",1,0
"19361","lemonade",1,0
"19362","lemons",1,0
"19363","lempri",1,0
"19364","len",1,0
"19365","lengten",1,0
"19366","lengthen'd",1,0
"19367","lengthened",1,0
"19368","lengthily",1,0
"19369","lenin",1,0
"19370","lenited",1,0
"19371","lennon's",1,0
"19372","lens",1,0
"19373","leon",1,0
"19374","leonardo",1,0
"19375","leopd's",1,0
"19376","lepontic",1,0
"19377","leppert",1,0
"19378","ler",1,0
"19379","lerne",1,0
"19380","lesclarcissement",1,0
"19381","leslie's",1,0
"19382","lessee",1,0
"19383","lessen",1,0
"19384","lessor",1,0
"19385","lesternubla",1,0
"19386","lete",1,0
"19387","letrs",1,0
"19388","lettering",1,0
"19389","leur",1,0
"19390","leveling",1,0
"19391","levelriverst",1,0
"19392","lever",1,0
"19393","levin's",1,0
"19394","lewand",1,0
"19395","lewand's",1,0
"19396","lewistown",1,0
"19397","lexconvert",1,0
"19398","lexemes",1,0
"19399","lexicalized",1,0
"19400","lexicographic",1,0
"19401","lexicography",1,0
"19402","lf",1,0
"19403","lfred",1,0
"19404","lgbt",1,0
"19405","liability",1,0
"19406","liaison",1,0
"19407","lian",1,0
"19408","liang",1,0
"19409","liar's",1,0
"19410","liars",1,0
"19411","libel",1,0
"19412","liberally",1,0
"19413","libra",1,0
"19414","libya",1,0
"19415","lic",1,0
"19416","lice",1,0
"19417","lichens",1,0
"19418","lick",1,0
"19419","lick's",1,0
"19420","licks's",1,0
"19421","liddell",1,0
"19422","lido",1,0
"19423","lidons",1,0
"19424","lies'll",1,0
"19425","lifeless",1,0
"19426","lifelong",1,0
"19427","lifestyle",1,0
"19428","lift",1,0
"19429","lifting",1,0
"19430","lifts",1,0
"19431","ligaments",1,0
"19432","lighted",1,0
"19433","lightheaded",1,0
"19434","lighting",1,0
"19435","lightnessracesinorbit",1,0
"19436","lightning",1,0
"19437","lightswitches",1,0
"19438","lihn",1,0
"19439","likeliest",1,0
"19440","likenesses",1,0
"19441","lilies",1,0
"19442","limber",1,0
"19443","limbs",1,0
"19444","lime",1,0
"19445","limiting",1,0
"19446","limitless",1,0
"19447","limousine",1,0
"19448","limp",1,0
"19449","linch",1,0
"19450","linda",1,0
"19451","lindisf",1,0
"19452","liner",1,0
"19453","ling",1,0
"19454","lingua",1,0
"19455","lingual",1,0
"19456","linkedin",1,0
"19457","linkifies",1,0
"19458","linkrot",1,0
"19459","linotypes",1,0
"19460","lionel",1,0
"19461","lions",1,0
"19462","lip",1,0
"19463","lipsticking",1,0
"19464","liqui",1,0
"19465","lisa",1,0
"19466","lisp",1,0
"19467","lispings",1,0
"19468","listens",1,0
"19469","lite",1,0
"19470","litel",1,0
"19471","literalists",1,0
"19472","literals",1,0
"19473","literates",1,0
"19474","lithuanians",1,0
"19475","litigation",1,0
"19476","litmus",1,0
"19477","litres",1,0
"19478","litt",1,0
"19479","live's",1,0
"19480","livelihood",1,0
"19481","liver",1,0
"19482","livered",1,0
"19483","livin",1,0
"19484","livingston",1,0
"19485","livy",1,0
"19486","liza",1,0
"19487","lizard",1,0
"19488","ljnielsondk",1,0
"19489","lk",1,0
"19490","lkmyjbsjcfs",1,0
"19491","loadout",1,0
"19492","loaned",1,0
"19493","loanwoads",1,0
"19494","lobeck",1,0
"19495","lobster",1,0
"19496","localized",1,0
"19497","locataire",1,0
"19498","locating",1,0
"19499","locative",1,0
"19500","locking",1,0
"19501","locksmith",1,0
"19502","loco",1,0
"19503","locomotive",1,0
"19504","locomotives",1,0
"19505","locus",1,0
"19506","locution",1,0
"19507","locutions",1,0
"19508","loeb",1,0
"19509","loebermann",1,0
"19510","loesser",1,0
"19511","lofgren",1,0
"19512","loftus",1,0
"19513","logan",1,0
"19514","loginned",1,0
"19515","loginning",1,0
"19516","loglan",1,0
"19517","logorrhea",1,0
"19518","logout",1,0
"19519","logs",1,0
"19520","loled",1,0
"19521","lombardo",1,0
"19522","london's",1,0
"19523","londoner",1,0
"19524","lonely",1,0
"19525","longevity",1,0
"19526","longfellow",1,0
"19527","longs",1,0
"19528","longue",1,0
"19529","looke",1,0
"19530","loosen",1,0
"19531","looser",1,0
"19532","looses",1,0
"19533","loq",1,0
"19534","loquacious",1,0
"19535","lordships",1,0
"19536","lore",1,0
"19537","loren",1,0
"19538","lorraine",1,0
"19539","losers",1,0
"19540","lossy",1,0
"19541","lot's",1,0
"19542","lotr",1,0
"19543","lotsa",1,0
"19544","lotus",1,0
"19545","loudmouthed",1,0
"19546","loue",1,0
"19547","loueur",1,0
"19548","loughborough",1,0
"19549","louiser",1,0
"19550","lour",1,0
"19551","louvet",1,0
"19552","louvre",1,0
"19553","loveless",1,0
"19554","lovingly",1,0
"19555","lowballs",1,0
"19556","lowercasing",1,0
"19557","lowering",1,0
"19558","lowers",1,0
"19559","lows",1,0
"19560","loyalty",1,0
"19561","lpg",1,0
"19562","lr",1,0
"19563","lro",1,0
"19564","lsat",1,0
"19565","lsunga",1,0
"19566","ltd",1,0
"19567","lterets",1,0
"19568","lu",1,0
"19569","luaan",1,0
"19570","luc",1,0
"19571","lucastizma",1,0
"19572","lucent",1,0
"19573","lucerne",1,0
"19574","lucia",1,0
"19575","lucid",1,0
"19576","lucida",1,0
"19577","lucille",1,0
"19578","lucubrations",1,0
"19579","ludd",1,0
"19580","luddites",1,0
"19581","luff",1,0
"19582","lufu",1,0
"19583","lumbervore",1,0
"19584","luminescence",1,0
"19585","lummis",1,0
"19586","lumping",1,0
"19587","lunatic",1,0
"19588","luncheon",1,0
"19589","luncheons",1,0
"19590","lunchroom",1,0
"19591","lunchtime",1,0
"19592","lungs",1,0
"19593","luser",1,0
"19594","luster",1,0
"19595","lustre",1,0
"19596","lute",1,0
"19597","luther's",1,0
"19598","luue",1,0
"19599","lux",1,0
"19600","luxembourg",1,0
"19601","luxurious",1,0
"19602","lxvi",1,0
"19603","lydgate's",1,0
"19604","lykim",1,0
"19605","lyle",1,0
"19606","lynn",1,0
"19607","lyr",1,0
"19608","lyricist",1,0
"19609","lyrics",1,0
"19610","maamname",1,0
"19611","mac's",1,0
"19612","macabre",1,0
"19613","macchiavelli",1,0
"19614","macmillandictionary",1,0
"19615","macquarie",1,0
"19616","macroeconomic",1,0
"19617","macros",1,0
"19618","madden",1,0
"19619","madge",1,0
"19620","madison",1,0
"19621","madly",1,0
"19622","madmaardigan's",1,0
"19623","madman",1,0
"19624","madrid",1,0
"19625","maestri",1,0
"19626","mag",1,0
"19627","maggot",1,0
"19628","magician's",1,0
"19629","magna",1,0
"19630","magnetic",1,0
"19631","magnificat",1,0
"19632","magnify",1,0
"19633","mahatma",1,0
"19634","mahgazine",1,0
"19635","mahs",1,0
"19636","mai",1,0
"19637","maid",1,0
"19638","maide",1,0
"19639","maids",1,0
"19640","mail's",1,0
"19641","mailbag",1,0
"19642","mailbox",1,0
"19643","mailshot",1,0
"19644","maimonedes",1,0
"19645","mainframes",1,0
"19646","mainstay",1,0
"19647","maintains",1,0
"19648","mais",1,0
"19649","majoring",1,0
"19650","majuscule",1,0
"19651","maketh",1,0
"19652","makeyourenglishwork",1,0
"19653","malady",1,0
"19654","malaysians",1,0
"19655","maledicta",1,0
"19656","maledictorian",1,0
"19657","malevolent",1,0
"19658","malformed",1,0
"19659","malice",1,0
"19660","mallorca",1,0
"19661","malls",1,0
"19662","malt",1,0
"19663","malvolio's",1,0
"19664","mama",1,0
"19665","mamilla",1,0
"19666","mammal",1,0
"19667","mammalian",1,0
"19668","mammilla",1,0
"19669","mammoth",1,0
"19670","mamwowo",1,0
"19671","manages",1,0
"19672","manaster",1,0
"19673","manch",1,0
"19674","mandamus",1,0
"19675","mandative",1,0
"19676","manflesh",1,0
"19677","manfully",1,0
"19678","mange",1,0
"19679","manger",1,0
"19680","mangrove",1,0
"19681","manhood",1,0
"19682","mani",1,0
"19683","manifesta",1,0
"19684","manifesting",1,0
"19685","manifests",1,0
"19686","manipulated",1,0
"19687","manipulative",1,0
"19688","manish",1,0
"19689","mankynde",1,0
"19690","manly",1,0
"19691","mannered",1,0
"19692","mannerism",1,0
"19693","mannerisms",1,0
"19694","manning",1,0
"19695","manoeuvres",1,0
"19696","manoochehr",1,0
"19697","manualofstylebei",1,0
"19698","manufactoring",1,0
"19699","manufactuer",1,0
"19700","manufacturer's",1,0
"19701","mappers",1,0
"19702","maradona",1,0
"19703","marathi",1,0
"19704","marathon",1,0
"19705","marathoni",1,0
"19706","marauder",1,0
"19707","marches",1,0
"19708","marcia",1,0
"19709","marcvanleeuwen",1,0
"19710","margaret",1,0
"19711","margie",1,0
"19712","marginalia",1,0
"19713","marginalizing",1,0
"19714","maria",1,0
"19715","marijuana",1,0
"19716","marilou",1,0
"19717","marilyn",1,0
"19718","marine",1,0
"19719","mario's",1,0
"19720","markbannister",1,0
"19721","markdown",1,0
"19722","markhurd",1,0
"19723","markle",1,0
"19724","markov",1,0
"19725","markwadsworth",1,0
"19726","marlins",1,0
"19727","marlowe",1,0
"19728","marple",1,0
"19729","marquand's",1,0
"19730","marquess",1,0
"19731","marquis",1,0
"19732","marseilles",1,0
"19733","marsh",1,0
"19734","marshall",1,0
"19735","marshes",1,0
"19736","marthaa",1,0
"19737","martial",1,0
"19738","martinez",1,0
"19739","martini",1,0
"19740","marx",1,0
"19741","marylebone",1,0
"19742","mashes",1,0
"19743","mask",1,0
"19744","masked",1,0
"19745","maslow",1,0
"19746","masochism",1,0
"19747","mason",1,0
"19748","masonwheeler",1,0
"19749","masquearade",1,0
"19750","masquerades",1,0
"19751","massachusets",1,0
"19752","massachusetts",1,0
"19753","massacre",1,0
"19754","masse",1,0
"19755","massed",1,0
"19756","massification",1,0
"19757","massively",1,0
"19758","mast",1,0
"19759","masts",1,0
"19760","materia",1,0
"19761","materialize",1,0
"19762","mates",1,0
"19763","matey",1,0
"19764","mathdemos",1,0
"19765","mathematica",1,0
"19766","mathematician's",1,0
"19767","mathis",1,0
"19768","mathmiming",1,0
"19769","matriarchy",1,0
"19770","matrimony",1,0
"19771","mats",1,0
"19772","matt's",1,0
"19773","matte",1,0
"19774","mattering",1,0
"19775","matthew's",1,0
"19776","matthewmartin",1,0
"19777","matthieum",1,0
"19778","mattkrause",1,0
"19779","mattock",1,0
"19780","mattresses",1,0
"19781","maude",1,0
"19782","maugham's",1,0
"19783","maui",1,0
"19784","max's",1,0
"19785","maxims",1,0
"19786","maxpm",1,0
"19787","maxton",1,0
"19788","maxwell",1,0
"19789","maynt",1,0
"19790","maystrie",1,0
"19791","maytag",1,0
"19792","mazur",1,0
"19793","mba",1,0
"19794","mbomb",1,0
"19795","mbrola",1,0
"19796","mccawley",1,0
"19797","mccrimmon",1,0
"19798","mcdermott",1,0
"19799","mcdonald",1,0
"19800","mcdonalds",1,0
"19801","mcfly",1,0
"19802","mckittrick",1,0
"19803","mclaren",1,0
"19804","mcleod",1,0
"19805","mcnamara",1,0
"19806","me's",1,0
"19807","meable",1,0
"19808","meam",1,0
"19809","meander",1,0
"19810","meandered",1,0
"19811","meandering",1,0
"19812","meaninglessd",1,0
"19813","meantime",1,0
"19814","measly",1,0
"19815","measuer",1,0
"19816","meat's",1,0
"19817","meathead",1,0
"19818","meatplanet",1,0
"19819","meatus",1,0
"19820","mechanically",1,0
"19821","mechs",1,0
"19822","mecum",1,0
"19823","medi",1,0
"19824","mediaeval",1,0
"19825","median",1,0
"19826","mediated",1,0
"19827","medica",1,0
"19828","medica's",1,0
"19829","medievalist",1,0
"19830","mediocrity",1,0
"19831","meent",1,0
"19832","megha",1,0
"19833","mehs",1,0
"19834","melancholy",1,0
"19835","melded",1,0
"19836","melinkoff's",1,0
"19837","melius",1,0
"19838","mellen",1,0
"19839","mellow",1,0
"19840","mellows",1,0
"19841","melodramatic",1,0
"19842","melody",1,0
"19843","melted",1,0
"19844","membranes",1,0
"19845","memorabilia",1,0
"19846","memorise",1,0
"19847","memorization",1,0
"19848","menacing",1,0
"19849","mencken",1,0
"19850","mencken's",1,0
"19851","mend",1,0
"19852","mens",1,0
"19853","mensch",1,0
"19854","mentation",1,0
"19855","menzies",1,0
"19856","meo",1,0
"19857","merchandise",1,0
"19858","merchant",1,0
"19859","merci",1,0
"19860","mercilessly",1,0
"19861","mercy",1,0
"19862","mereley",1,0
"19863","mergers",1,0
"19864","merging",1,0
"19865","meritorious",1,0
"19866","merlin",1,0
"19867","merrian",1,0
"19868","merriment",1,0
"19869","merry",1,0
"19870","mesdames",1,0
"19871","mespeak",1,0
"19872","messi",1,0
"19873","messiah",1,0
"19874","messier",1,0
"19875","mesure",1,0
"19876","metabolism",1,0
"19877","metacognitive",1,0
"19878","metallica",1,0
"19879","meterial",1,0
"19880","methodical",1,0
"19881","methodological",1,0
"19882","methodology",1,0
"19883","meticulously",1,0
"19884","metonym",1,0
"19885","metonymy",1,0
"19886","metrically",1,0
"19887","metropolis",1,0
"19888","meum",1,0
"19889","mexicans",1,0
"19890","meyers",1,0
"19891","mezzo",1,0
"19892","mfkmpw",1,0
"19893","mgowen",1,0
"19894","mhzy",1,0
"19895","mich",1,0
"19896","michaelmartinez",1,0
"19897","michaelowensartin",1,0
"19898","michelin's",1,0
"19899","mickael",1,0
"19900","micro",1,0
"19901","microbiology",1,0
"19902","microcephalic",1,0
"19903","microscope",1,0
"19904","microscopic",1,0
"19905","microsoft's",1,0
"19906","microsofties",1,0
"19907","microwave",1,0
"19908","microwaving",1,0
"19909","middlebury",1,0
"19910","middlin",1,0
"19911","midfielder",1,0
"19912","midhat",1,0
"19913","midlands",1,0
"19914","midphrase",1,0
"19915","midsummer",1,0
"19916","midterm",1,0
"19917","midwesterner",1,0
"19918","mieder",1,0
"19919","mieux",1,0
"19920","miffed",1,0
"19921","mifflin",1,0
"19922","might've",1,0
"19923","migrate",1,0
"19924","migrated",1,0
"19925","migrating",1,0
"19926","migratory",1,0
"19927","mikeschinkel",1,0
"19928","miko",1,0
"19929","mil",1,0
"19930","mileage",1,0
"19931","milesians",1,0
"19932","milestone",1,0
"19933","milieu",1,0
"19934","millennia",1,0
"19935","millennial",1,0
"19936","millennials",1,0
"19937","miller",1,0
"19938","milligan",1,0
"19939","millimeters",1,0
"19940","millimetres",1,0
"19941","milquetoast",1,0
"19942","miltiades",1,0
"19943","milwaukee",1,0
"19944","mime",1,0
"19945","mimicked",1,0
"19946","mimicking",1,0
"19947","mimics",1,0
"19948","mindedly",1,0
"19949","mindor",1,0
"19950","mineral",1,0
"19951","miners",1,0
"19952","minerva",1,0
"19953","mines",1,0
"19954","minesweeper",1,0
"19955","miniature",1,0
"19956","minimalist",1,0
"19957","minimalistic",1,0
"19958","minimally",1,0
"19959","minimizes",1,0
"19960","minimizing",1,0
"19961","ministered",1,0
"19962","ministerial",1,0
"19963","ministers",1,0
"19964","ministry",1,0
"19965","minorities",1,0
"19966","mio",1,0
"19967","miracles",1,0
"19968","mirba",1,0
"19969","mirrors",1,0
"19970","misadventures",1,0
"19971","misapplied",1,0
"19972","misapply",1,0
"19973","misapprehension",1,0
"19974","misattribution",1,0
"19975","misbehaved",1,0
"19976","miscellaneous",1,0
"19977","misches",1,0
"19978","misconception",1,0
"19979","misconduct",1,0
"19980","miscreants",1,0
"19981","misdating",1,0
"19982","misdirected",1,0
"19983","mise",1,0
"19984","miser",1,0
"19985","misery",1,0
"19986","misfortune",1,0
"19987","mishap",1,0
"19988","misinform",1,0
"19989","misinterpretable",1,0
"19990","misinterpreting",1,0
"19991","mislabel",1,0
"19992","misle",1,0
"19993","mismatched",1,0
"19994","misogynist",1,0
"19995","misotheists",1,0
"19996","misplaced",1,0
"19997","mispronounce",1,0
"19998","mispronunciation",1,0
"19999","misquoted",1,0
"20000","misremembering",1,0
"20001","misrepresented",1,0
"20002","misrepresenting",1,0
"20003","misrepresents",1,0
"20004","misspellings",1,0
"20005","misspoken",1,0
"20006","misstatement",1,0
"20007","misstep",1,0
"20008","mistily",1,0
"20009","mistled",1,0
"20010","mistreat",1,0
"20011","mistreatment",1,0
"20012","mistress",1,0
"20013","mistresses",1,0
"20014","misty",1,0
"20015","misunderstand",1,0
"20016","misunderstandings",1,0
"20017","misunderstands",1,0
"20018","mitchel",1,0
"20019","mite",1,0
"20020","mithrandir",1,0
"20021","mitigate",1,0
"20022","mitigators",1,0
"20023","mitsui",1,0
"20024","mitx",1,0
"20025","mm",1,0
"20026","mmacd",1,0
"20027","mmerung",1,0
"20028","mmo",1,0
"20029","mmorpg",1,0
"20030","mmv",1,0
"20031","mmy",1,0
"20032","mmyers",1,0
"20033","mmyers's",1,0
"20034","mn",1,0
"20035","moat",1,0
"20036","mobbing",1,0
"20037","mobilization",1,0
"20038","moby",1,0
"20039","mocked",1,0
"20040","mockingly",1,0
"20041","mocks",1,0
"20042","modeling",1,0
